"","mu.A1A2hat.sm","mu.A1A3hat.sm","mu.A2A1hat.sm","mu.A2A3hat.sm","mu.A3A1hat.sm","mu.A3A2hat.sm","var.A1A2hat.sm","var.A1A3hat.sm","var.A2A1hat.sm","var.A2A3hat.sm","var.A3A1hat.sm","var.A3A2hat.sm","mu.A1A2hat.ipw","mu.A1A3hat.ipw","mu.A2A1hat.ipw","mu.A2A3hat.ipw","mu.A3A1hat.ipw","mu.A3A2hat.ipw","var.A1A2hat.ipw","var.A1A3hat.ipw","var.A2A1hat.ipw","var.A2A3hat.ipw","var.A3A1hat.ipw","var.A3A2hat.ipw","mu.A1A2hat.ipwn","mu.A1A3hat.ipwn","mu.A2A1hat.ipwn","mu.A2A3hat.ipwn","mu.A3A1hat.ipwn","mu.A3A2hat.ipwn","var.A1A2hat.ipwn","var.A1A3hat.ipwn","var.A2A1hat.ipwn","var.A2A3hat.ipwn","var.A3A1hat.ipwn","var.A3A2hat.ipwn","mu.A1A2hat.g","mu.A1A3hat.g","mu.A2A1hat.g","mu.A2A3hat.g","mu.A3A1hat.g","mu.A3A2hat.g","var.A1A2hat.g","var.A1A3hat.g","var.A2A1hat.g","var.A2A3hat.g","var.A3A1hat.g","var.A3A2hat.g","n.A1A2","n.A1A3","n.A2A1","n.A2A3","n.A3A1","n.A3A2","rn.A1A2","rn.A1A3","rn.A2A1","rn.A2A3","rn.A3A1","rn.A3A2","NR","est.opt.sm","est.opt.ipw","est.opt.ipwn","est.opt.g","est.wor.sm","est.wor.ipw","est.wor.ipwn","est.wor.g"
"1",0.752747252747253,0.812121212121212,0.661971830985915,0.626865671641791,0.49,0.43298969072165,0.0010226309133446,0.000924729387539305,0.00157581074624697,0.00174556045790207,0.002499,0.00253102699433422,0.741669276110858,0.716655686786622,0.564503707994239,0.479743901965753,0.334229421189499,0.274258129590104,0.00360953428920292,0.00347628518620451,0.0031974086340885,0.00264739216581223,0.00242029170148478,0.00205736269454354,0.645655641986683,0.729758773010661,0.553424699990188,0.479680750480864,0.376204046351673,0.291738819247785,0.00211109488403472,0.00154318910004556,0.00206866293941191,0.00206826703931819,0.00187428231561589,0.00180592273902566,0.665084388185654,0.697967011891062,0.554508460055686,0.475086812565614,0.377678571428571,0.2953125,0.00134466883014776,0.00161747800204497,0.00180735606497007,0.00175591021495295,0.00217456402668955,0.00168601989746094,182,165,142,134,100,97,137,134,94,84,49,42,320,2,1,2,2,6,6,6,6
"2",0.795580110497238,0.807909604519774,0.624203821656051,0.656,0.461538461538462,0.435294117647059,0.000898521537449949,0.000876789126804951,0.00149409815723587,0.001805312,0.00238962221210742,0.00289191939751679,0.688562581495273,0.683893535065799,0.580314477958391,0.446584626942746,0.410377174931746,0.275833753003252,0.00286178089723922,0.00286007261940564,0.00319074935552327,0.00232138852490939,0.00366065778033518,0.00218462204360042,0.698479362826536,0.70661421715553,0.5156385649718,0.488557887777036,0.373787465114586,0.293021036317202,0.0015212411715388,0.0015217001950388,0.00222496952432041,0.00191481635334681,0.00275290470914077,0.00199517415340879,0.697069807526573,0.701386748844376,0.541180629197596,0.451594202898551,0.380750176928521,0.27893282057445,0.00134094241004389,0.00140572634092484,0.00157862629206219,0.00180469009575587,0.00214698419526525,0.00186968727547522,181,177,157,125,104,85,144,143,98,82,48,37,323,2,1,2,2,6,6,6,6
"3",0.805714285714286,0.805714285714286,0.70059880239521,0.648648648648649,0.493827160493827,0.311688311688312,0.000894507288629738,0.000894507288629738,0.00125604862561442,0.0015398890490198,0.00308594933398063,0.00278621698760002,0.667475730633897,0.689382020422982,0.6502493697384,0.491373564193497,0.398398724534779,0.213991165012558,0.00268608936698236,0.00301956537926785,0.00321015703869636,0.00233025176141545,0.00440206131129668,0.00261738697768945,0.713075390309994,0.703059284311241,0.613032148840303,0.476258775979763,0.440173676068588,0.19761467196677,0.00138673079964511,0.00160161260380808,0.0018618985298127,0.00203142404853997,0.00272544167814205,0.00241774443074541,0.709401709401709,0.709401709401709,0.612446327998662,0.469309838472834,0.429101879786493,0.211113867526668,0.00140720424357788,0.00140720424357788,0.00152161391354745,0.00150759348070575,0.0030637897375317,0.001721168308877,175,175,167,148,81,77,141,141,117,96,40,24,336,1,2,1,1,6,6,6,6
"4",0.762162162162162,0.81767955801105,0.741007194244604,0.603174603174603,0.48421052631579,0.41304347826087,0.000979843247191677,0.000823644742662453,0.00138068728289456,0.00189964286714098,0.00262895465811343,0.00263520177529383,0.666048194966885,0.716035499053052,0.646799760483673,0.430900876663693,0.380517790238996,0.296148042915991,0.00275801158849221,0.00301575591572724,0.00371946335112733,0.00243283669440567,0.00326341363891569,0.00249954361087679,0.647242672923597,0.72432591228572,0.672663717179057,0.434416998672088,0.390854467009524,0.289269418870924,0.00170780249428896,0.00150342287284494,0.00172617671330053,0.00207424538417408,0.00241857411615981,0.00220616935486618,0.65328330206379,0.722910835665734,0.669191919191919,0.439308337613422,0.38651842948718,0.290668348045397,0.00134807760512278,0.00136520103936889,0.0018025935175652,0.00177116759481474,0.00239850491288841,0.00186911659678917,185,181,139,126,95,92,141,148,103,76,46,38,334,2,2,2,2,6,6,6,6
"5",0.809278350515464,0.818652849740933,0.666666666666667,0.538461538461538,0.5,0.430232558139535,0.000795602587125948,0.000769224670217526,0.001806684733514,0.00191169776968594,0.00260416666666667,0.0028503779541424,0.747562345196078,0.763455087595527,0.532754209499815,0.445023062823225,0.386454983242656,0.271481408045284,0.0030485950768287,0.00320393363195354,0.00331401373253658,0.00296055103863396,0.00324030537425242,0.00218750867710544,0.723008036074041,0.712940159441368,0.578001884502846,0.392005539100964,0.412926169030003,0.296152692872517,0.00147996007570387,0.0017404891341033,0.00190868103901959,0.00244735578302463,0.00229124176572429,0.00192204478389444,0.712144212523719,0.723240115718419,0.55420425257732,0.411935530710033,0.413143148242486,0.291992775436484,0.00125173962407381,0.00125514079816539,0.00218965195344668,0.00167201388126917,0.00246575066459892,0.00197359778015687,194,193,123,130,96,86,157,158,82,70,48,37,330,2,2,1,2,6,6,6,6
"6",0.748502994011976,0.8,0.7,0.654929577464789,0.484848484848485,0.435897435897436,0.0011272231255514,0.00096969696969697,0.00123529411764706,0.00159152694384917,0.00252293365241024,0.00315244693942919,0.607139861976589,0.67588528854612,0.643304258886902,0.452937272415856,0.459837843507331,0.324616290491855,0.00261413190900268,0.00316855039605996,0.00307000452305515,0.00204794697399762,0.00455989923319438,0.00382954533944923,0.621656222209912,0.700876806725976,0.605717275404525,0.476097915486785,0.421850410923544,0.332522882197723,0.0017337124510744,0.00162204090550289,0.00186235492277505,0.00180884220211268,0.0030654370717205,0.0029624716604322,0.632888888888889,0.701609195402299,0.622386759581881,0.449074074074074,0.421663793885512,0.299541518084564,0.00150579006858711,0.00152180230209025,0.00146889141988416,0.00145030669708632,0.00243720152411325,0.00239138311405903,167,165,170,142,99,78,125,132,119,93,48,34,330,2,2,2,2,6,6,6,6
"7",0.782608695652174,0.826815642458101,0.707142857142857,0.650793650793651,0.47,0.402061855670103,0.000924632201857483,0.000799952714216195,0.00147922740524781,0.00180366091174859,0.002491,0.00247843422562079,0.645533114193612,0.668651265105138,0.636609556780976,0.507712744205844,0.386473282756496,0.293939441862398,0.00252731575292023,0.0026077111510632,0.00380472229007097,0.00320410137911759,0.00346861265962305,0.00255358187602658,0.679823964526454,0.73850839491734,0.622395051639314,0.505915014957727,0.375524355801306,0.275789453605713,0.0014120532017801,0.00124615821183599,0.00205173452774665,0.00232866597607856,0.00258342411733459,0.00225374173418553,0.676996944565692,0.726056842608073,0.624794451991135,0.498441535310357,0.375327396542693,0.285323110624315,0.00130916805570423,0.00136429590318564,0.00183605570463435,0.00199230465554843,0.00224705098612652,0.00177396957003648,184,179,140,126,100,97,144,148,99,82,47,39,333,2,2,2,2,6,6,6,6
"8",0.751381215469613,0.777173913043478,0.63013698630137,0.632478632478632,0.471153846153846,0.448275862068966,0.00103208554977359,0.000941166423522643,0.00159633126572875,0.00198674711056916,0.00239584518661812,0.00284281165006082,0.62705512368758,0.690019440867764,0.569594969105034,0.423887146667166,0.39109777186659,0.29726593971288,0.00247581993982219,0.00292360209436381,0.00332067671249477,0.00244196077303634,0.00327820925220519,0.00264966296741903,0.628689898134615,0.655930519175778,0.537497115242773,0.47534938910889,0.378368816653133,0.325439414967478,0.00165241747295893,0.00184333645431391,0.00211664736355166,0.00190826694350159,0.00245503727023093,0.00215277368210073,0.621926229508197,0.671935987509758,0.551142131979695,0.439335124912909,0.389849755415793,0.302915951972556,0.00137040311193448,0.0013505931035,0.00172782853739608,0.00195064227434666,0.00218814617148331,0.00205849148333179,181,184,146,117,104,87,136,143,92,74,49,39,314,2,2,2,2,6,6,6,6
"9",0.763736263736264,0.779005524861878,0.689655172413793,0.661764705882353,0.458823529411765,0.313253012048193,0.000991446061485912,0.000951137663516838,0.00147607527983927,0.00164582485243232,0.00292122939141054,0.00259187424687865,0.626343955209495,0.658140078241332,0.604839076991665,0.54798664766046,0.366292661555253,0.235891705955538,0.00245629892625063,0.00279692430163559,0.00341134950754429,0.00339036278703765,0.00379778506278667,0.00295675003455938,0.645763361152295,0.674529281491113,0.596796221493347,0.524533058647211,0.39666763513319,0.223435084558734,0.00155881685799095,0.0015483610379979,0.00198195345755451,0.002374298341681,0.00256034945582183,0.00249505224236887,0.6489446435683,0.668083383930378,0.595923182801337,0.528857655502392,0.387941787941788,0.217503217503217,0.00137309377853769,0.00139048383271425,0.00180229165671425,0.00191535917662055,0.00277599579981572,0.00166949254370929,182,181,145,136,85,83,139,141,100,90,39,26,323,2,2,2,2,6,6,6,6
"10",0.751173708920188,0.88235294117647,0.644927536231884,0.634328358208955,0.411764705882353,0.386666666666667,0.000877520037311159,0.000555113520714986,0.00165939137131707,0.00173101412075289,0.00284958273967026,0.00316207407407407,0.74264478178547,0.784982536236879,0.513435760771497,0.494471904060358,0.298993830263829,0.235181376673047,0.00287069862249264,0.00317003979981019,0.00280175086684993,0.00284343828759234,0.002798810011103,0.00238245888673169,0.62655748624774,0.809827168872685,0.525498468525716,0.491764243866691,0.329374597410363,0.271154154554925,0.00200151147347771,0.00119840797330386,0.00194628081720623,0.00213872315586264,0.00215514660362216,0.00199497331416027,0.665547073791349,0.787505842031469,0.529120559114735,0.499690594059406,0.324975891996143,0.257208765859285,0.00109423744883663,0.00132273917068864,0.00184644495349153,0.00185439936806373,0.00236130290001247,0.00204525030546243,213,187,138,134,85,75,160,165,89,85,35,29,331,2,2,2,2,6,6,6,6
